pmid	year	title	journal	affiliation	country
22651224	2012	CORNET 2.0: integrating plant coexpression, protein-protein interactions, regulatory interactions, gene associations and functional annotations.	The New phytologist	Department of Plant Systems Biology, Flanders Institute for Biotechnology, Ghent University, 9052 Ghent, Belgium. stefanie.debodt@psb.vib-ugent.be	England
22591066	2012	MetaMapp: mapping and visualizing metabolomic data by integrating information from biochemical pathways and chemical and mass spectral similarity.	BMC bioinformatics	UC Davis Genome Center, Metabolomics, Davis, CA 95616, USA.	United States
22587372	2012	CytoITMprobe: a network information flow plugin for Cytoscape.	BMC research notes	National Center for Biotechnology Information, National Library of Medicine, NIH, Bethesda, MD 20894, USA.	United States
22576176	2012	Mosaic: making biological sense of complex networks.	Bioinformatics (Oxford, England)	Department of Computer Science and Christopher S. Bond Life Sciences Center, University of Missouri, Columbia, MO 65211, USA.	United States
22570439	2012	Genomics of estradiol-3-sulfate action in the ovine fetal hypothalamus.	Physiological genomics	Department of Animal Sciences, University of Florida College of Agriculture and Life Sciences, Gainesville, Florida 32610-0274, USA.	United States
22517619	2012	Conceptus-endometrium crosstalk during maternal recognition of pregnancy in cattle.	Biology of reproduction	School of Agriculture and Food Science, University College Dublin, Dublin, Ireland.	United States
22458412	2012	Screening and functional analysis of differentially expressed genes in EBV-transformed lymphoblasts.	Virology journal	Cancer Research Institute, University of South China, Hunan, 421001, People's Republic of China.	England
22448851	2012	A multilevel layout algorithm for visualizing physical and genetic interaction networks, with emphasis on their modular organization.	BioData mining	Department of Mathematics, FI-20014 University of Turku, Turku, Finland. tero.aittokallio@fimm.fi.	England
22442671	2012	miR-181a post-transcriptionally downregulates oncogenic RalA and contributes to growth inhibition and apoptosis in chronic myelogenous leukemia (CML).	PloS one	Department of Biochemistry and Molecular Biology, Medical College of Jinan University, Guangzhou, China. efeijia@163.com	United States
22433437	2012	Predicting new molecular targets for rhein using network pharmacology.	BMC systems biology	National TCM Key Lab of Serum Pharmacochemistry, Heilongjiang University of Chinese Medicine, Heping Road 24, Harbin 150040, China.	England
22430954	2012	GPEC: a Cytoscape plug-in for random walk-based gene prioritization and biomedical evidence collection.	Computational biology and chemistry	School of Computer Science and Engineering, Water Resources University, 175 Tay Son, Dong Da, Hanoi, Vietnam. hauldhut@mail.ulsan.ac.kr	England
22422314	2012	Topological analysis and interactive visualization of biological networks and protein structures.	Nature protocols	Max Planck Institute for Informatics, Saarbrücken, Germany.	England
22411911	2012	How much can we learn about the function of bacterial rRNA modification by mining large-scale experimental datasets?	Nucleic acids research	Lomonosov Moscow State University, Department of Chemistry and A.N. Belozersky Institute of Physico-Chemical Biology, Moscow 119992, Russia. petya@genebee.msu.su	England
22390940	2012	CentiLib: comprehensive analysis and exploration of network centralities.	Bioinformatics (Oxford, England)	Department of Natural Sciences III, Institute of Computer Science, Martin Luther University Halle-Wittenberg, Halle, Germany.	England
22385417	2012	Analyzing protein-protein interaction networks.	Journal of proteome research	European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge, United Kingdom.	United Kingdom
22356618	2012	miRTrail--a comprehensive webserver for analyzing gene and miRNA patterns to enhance the understanding of regulatory mechanisms in diseases.	BMC bioinformatics	Center for Bioinformatics, Saarland University, Campus E2 1, 66041 Saarbrücken, Germany.	England
22353882	2012	Efficient key pathway mining: combining networks and OMICS data.	Integrative biology : quantitative biosciences from nano to macro	Max Planck Institute for Informatics-Computational Systems Biology, Saarbrucken 66123, Germany.	England
22345616	2012	CytoSaddleSum: a functional enrichment analysis plugin for Cytoscape based on sum-of-weights scores.	Bioinformatics (Oxford, England)	National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, MD 20894, USA.	United States
22342379	2012	Systems biology approach to transplant tolerance: proof of concept experiments using RNA interference (RNAi) to knock down hub genes in Jurkat and HeLa cells in vitro.	The Journal of surgical research	Department of Medicine and Nephrology, University of California, San Diego, La Jolla, California, USA.	United States
22340758	2012	Global gene expression profiling displays a network of dysregulated genes in non-atherosclerotic arterial tissue from patients with type 2 diabetes.	Cardiovascular diabetology	Department of Clinical Biochemistry and Pharmacology, Odense University Hospital, Odense, Denmark. vibe.skov@ouh.regionsyddanmark.dk	England
22308675	2012	[Tools for network pharmacology study: network visualization and network analysis].	Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica	Department of Chinese Medicine Science &amp; Engineering, Zhejiang University, Hangzhou 310058, China.	China
22308672	2012	[Network pharmacology study on major active compounds of Fufang Danshen formula].	Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica	Department of Chinese Medicine Science &amp; Engineering, Zhejiang University, Hangzhou 310058, China.	China
22307715	2012	Identifying gene interaction networks.	Methods in molecular biology (Clifton, N.J.)	Center for Proteomics and Bioinformatics, Case Comprehensive Cancer Center, Case Western Reserve University School of Medicine, Cleveland, OH, USA. gurkan@case.edu	United States
22305245	2012	A network-based analysis of traditional Chinese medicine cold and hot patterns in rheumatoid arthritis.	Complementary therapies in medicine	Institute of Basic Research in Clinical Medicine, China Academy of Chinese Medical Sciences, Dongzhimen, Beijing 100700, PR China.	Scotland
22292669	2012	TranscriptomeBrowser 3.0: introducing a new compendium of molecular interactions and a new visualization tool for the study of gene regulatory networks.	BMC bioinformatics	TAGC UMR_S 928, Inserm, Parc Scientifique de Luminy, Marseille, France.	England
22287994	2012	Associating Drugs, Targets and Clinical Outcomes into an Integrated Network Affords a New Platform for Computer-Aided Drug Repurposing.	Molecular informatics	Division of Biocomputing, Department of Biochemistry and Molecular Biology, University of New Mexico School of Medicine, MSC11 6145, Albuquerque, NM 87131, USA.	United States
22210867	2012	CytoSEED: a Cytoscape plugin for viewing, manipulating and analyzing metabolic models created by the Model SEED.	Bioinformatics (Oxford, England)	Computer Science Department, Hope College, Holland, MI 49423, USA. dejongh@hope.edu	England
22155862	2011	Computing graphlet signatures of network nodes and motifs in Cytoscape with GraphletCounter.	Bioinformatics (Oxford, England)	Biomedical Engineering, Oregon Health and Science University, 20000 NW Walker Road, Beaverton, OR 97006, USA. whelanch@ohsu.edu	England
22139938	2011	Gene3D: a domain-based resource for comparative genomics, functional annotation and protein network analysis.	Nucleic acids research	Institute of Structural and Molecular Biology, University College London, Darwin Building, Gower St, London WC1E 6BT, UK. lees@biochem.ucl.ac.uk	United Kingdom
22135418	2011	Metscape 2 bioinformatics tool for the analysis and visualization of metabolomics and gene expression data.	Bioinformatics (Oxford, England)	Center for Computational Medicine and Bioinformatics, University of Michigan, Ann Arbor, MI 48109-2218, USA. akarnovs@umich.edu	United States
22135298	2011	PhosphoSitePlus: a comprehensive resource for investigating the structure and function of experimentally determined post-translational modifications in man and mouse.	Nucleic acids research	Cell Signaling Technology, 3 Trask Lane, Danvers, MA 01923, USA. phornbeck@cellsignal.com	United States
22070249	2011	clusterMaker: a multi-algorithm clustering plugin for Cytoscape.	BMC bioinformatics	Department of Pharmaceutical Chemistry, University of California San Francisco, San Francisco, California, USA. scooter@cgl.ucsf.edu	United States
22032859	2011	gViz, a novel tool for the visualization of co-expression networks.	BMC research notes	Bioinformatics and Biostatistics unit, Molecular Biology Research Unit (MBRU), Namur Center for Complex Systems (NAXYS), University of Namur (FUNDP), 61 Rue de Bruxelles, B-5000 Namur, Belgium. eric.bareke@fundp.ac.be.	England
22028466	2011	ANAT: a tool for constructing and analyzing functional protein networks.	Science signaling	Broad Institute of MIT and Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA.	United States
22027258	2011	An in silico approach combined with in vivo experiments enables the identification of a new protein whose overexpression can compensate for specific respiratory defects in Saccharomyces cerevisiae.	BMC systems biology	CNRS, Centre de Génétique Moléculaire, UPR3404, FRC3115, 91198 Gif-sur-Yvette, France. glatigny@cgm.cnrs-gif.fr	England
22016407	2011	PRINCIPLE: a tool for associating genes with diseases via network propagation.	Bioinformatics (Oxford, England)	The Balavatnik School of Computer Science, Tel Aviv University, Tel Aviv 69978, Israel. assafgot@tau.ac.il	England
21994228	2011	Visualization and quality assessment of de novo genome assemblies.	Bioinformatics (Oxford, England)	Department of Ecology and Evolution, University of Lausanne, 1015 Lausanne, Switzerland. oksana.ribagrognuz@unil.ch	England
21975162	2011	iRefScape. A Cytoscape plug-in for visualization and data mining of protein interaction data from iRefIndex.	BMC bioinformatics	The Biotechnology Centre of Oslo, University of Oslo, P,O, Box 1125 Blindern, 0317 Oslo, Norway.	England
21943367	2011	iCTNet: a Cytoscape plugin to produce and analyze integrative complex traits networks.	BMC bioinformatics	School of Computing, Queen’s University, 25 Union Street, Goodwin Hall, Kingston, Ontario K7L 3N6, Canada.	England
21886098	2011	Assembling global maps of cellular function through integrative analysis of physical and genetic networks.	Nature protocols	Department of Bioengineering, University of California, San Diego, La Jolla, California, USA.	United States
21877291	2011	Displaying chemical information on a biological network using Cytoscape.	Methods in molecular biology (Clifton, N.J.)	Department of Molecular Genetics, University of Toronto, Toronto, ON, Canada.	United States
21877289	2011	Statistical analysis of dynamic transcriptional regulatory network structure.	Methods in molecular biology (Clifton, N.J.)	Institute for Systems Biology, Seattle, WA, USA.	United States
21877285	2011	Visualizing gene-set enrichment results using the Cytoscape plug-in enrichment map.	Methods in molecular biology (Clifton, N.J.)	Banting and Best Department of Medical Research, Centre for Cellular and Biomolecular Research (CCBR), Toronto, ON, Canada.	United States
21828085	2011	NetDS: a Cytoscape plugin to analyze the robustness of dynamics and feedforward/feedback loop structures of biological networks.	Bioinformatics (Oxford, England)	School of Electrical Engineering, University of Ulsan, 93, Daehak-ro, Nam-gu, Ulsan 680-749.	England
21756334	2011	Construct and Compare Gene Coexpression Networks with DAPfinder and DAPview.	BMC bioinformatics	Bioinformatics and Computational Biosciences Branch (BCBB), Office of Cyber Infrastructure and Computational Biology (OCICB), National Institute of Allergy and Infectious Disease (NIAID), National Institutes if Health (NIH), Bethesda, Maryland, USA.	United States
21731702	2011	Intuitive visualization and analysis of multi-omics data and application to Escherichia coli carbon metabolism.	PloS one	Université de Toulouse, INSA, UPS, INP, Toulouse, France.	United States
21712249	2011	CytoscapeRPC: a plugin to create, modify and query Cytoscape networks from scripting languages.	Bioinformatics (Oxford, England)	Delft Bioinformatics Lab, Delft University of Technology, Delft, The Netherlands. j.j.bot@tudelft.nl	England
21622961	2011	CoPub update: CoPub 5.0 a text mining system to answer biological questions.	Nucleic acids research	Computational Drug Discovery, CMBI, NCMLS, Radboud University Nijmegen Medical Centre, 6500 HB Nijmegen, The Netherlands. w.fleuren@cmbi.ru.nl	England
21622212	2011	Crosstalk between viruses and PML nuclear bodies: a network-based approach.	Frontiers in bioscience (Landmark edition)	Laboratory of Protein Science, Proteomics and Epigenetic Signal Transduction, Department of Biomedical Sciences, University of Antwerp (Campus Drie Eiken), Universiteitsplein 1, Building T, 2610 Wilrijk, Belgium.	United States
21595958	2011	Modeling microRNA-mRNA interactions using PLS regression in human colon cancer.	BMC medical genomics	Department of Bioinformatics and Biostatistics, University of Louisville, Louisville, KY 40202, USA.	United States
21511714	2011	CytoModeler: a tool for bridging large-scale network analysis and dynamic quantitative modeling.	Bioinformatics (Oxford, England)	Program of Bioinformatics and Computational Biology, Iowa State University, Ames, IA 50011, USA. netscape@iastate.edu	England
21509594	2011	Differential expression of a set of genes in follicular and classic variants of papillary thyroid carcinoma.	Endocrine pathology	Department of Medical Biology, Faculty of Medicine, University of Gaziantep, 27310, Gaziantep, Turkey. igci@gantep.edu.tr	United States
21505034	2011	Systems biology model repository for macrophage pathway simulation.	Bioinformatics (Oxford, England)	Human Genome Center, Institute of Medical Science, University of Tokyo, Tokyo 108-8639, Japan. masao@hgc.jp	England
21493660	2011	RING: networking interacting residues, evolutionary information and energetics in protein structures.	Bioinformatics (Oxford, England)	Department of Biology, University of Padova, Viale G. Colombo 3, 35131 Padova, Italy.	England
21478195	2011	CyClus3D: a Cytoscape plugin for clustering network motifs in integrated networks.	Bioinformatics (Oxford, England)	Department of Information Technology, Ghent University - IBBT, Gaston Crommenlaan 8/201, B-9050 Gent, Belgium.	England
21473782	2011	WordCloud: a Cytoscape plugin to create a visual semantic summary of networks.	Source code for biology and medicine	Department of Computer Science, Brown University, Providence, RI, USA. layla@cs.brown.edu.	United States
21414991	2011	Customizable views on semantically integrated networks for systems biology.	Bioinformatics (Oxford, England)	School of Computing Science, Faculty of Science Agriculture and Engineering, Newcastle University, Newcastle upon Tyne, UK.	United Kingdom
21383412	2011	Exact and approximate area-proportional circular Venn and Euler diagrams.	IEEE transactions on visualization and computer graphics	Systat Software, Inc., 225 W Washington St., Suite 425, Chicago, IL 60606, USA. Leland.Wilkinson@systat.com	United States
21372810	2011	Comprehensive cluster analysis with Transitivity Clustering.	Nature protocols	Buck Institute for Age Research, Novato, California, USA.	United States
21334471	2011	A workflow for peptide-based proteomics in a poorly sequenced plant: a case study on the plasma membrane proteome of banana.	Journal of proteomics	Laboratory of Tropical Crop Improvement, Department of Biosystems, K.U. Leuven, Kasteelpark Arenberg 13, PO box 2455, B-3001 Heverlee, Belgium.	Netherlands
21300700	2011	BioGRID REST Service, BiogridPlugin2 and BioGRID WebGraph: new tools for access to interaction data at BioGRID.	Bioinformatics (Oxford, England)	Wellcome Trust Centre for Cell Biology and School of Biological Sciences, The University of Edinburgh, Edinburgh, UK. andrew.winter@ed.ac.uk	United Kingdom
21296752	2011	DDN: a caBIG® analytical tool for differential network analysis.	Bioinformatics (Oxford, England)	Bradley Department of Electrical and Computer Engineering, Virginia Polytechnic Institute and State University, Arlington, VA 22203, USA.	United States
21278188	2011	PiNGO: a Cytoscape plugin to find candidate genes in biological networks.	Bioinformatics (Oxford, England)	Department of Bioengineering, University of California San Diego, La Jolla, CA 92093, USA.	United States
21257609	2011	OrthoNets: simultaneous visual analysis of orthologs and their interaction neighborhoods across different organisms.	Bioinformatics (Oxford, England)	Molecular Structure &amp; Function program, Hospital for Sick Children, Toronto, ON, Canada.	Canada
21217125	2011	ATTED-II updates: condition-specific gene coexpression to extend coexpression analyses and applications to a broad range of flowering plants.	Plant &amp; cell physiology	Graduate School of Information Science, Tohoku University, 6-3-09, Aramaki-Aza-Aoba, Aoba-ku, Sendai, 980-8679 Japan. takeshi.obayashi@atted.jp	Japan
21179244	2010	The PluriNetWork: an electronic representation of the network underlying pluripotency in mouse, and its applications.	PloS one	Institute for Biostatistics and Informatics in Medicine and Ageing Research, University of Rostock, Rostock, Germany.	United States
21156070	2010	HIVBrainSeqDB: a database of annotated HIV envelope sequences from brain and other anatomical sites.	AIDS research and therapy	Department of Cancer Immunology and AIDS, Dana-Farber Cancer Institute, Dana-Farber Cancer Institute, 44 Binney Street, Boston, Massachusetts, 02115, USA. dana_gabuzda@dfci.harvard.edu.	United States
21149340	2010	Cytoscape 2.8: new features for data integration and network visualization.	Bioinformatics (Oxford, England)	Department of Medicine, University of California, San Diego, 9500 Gilman Drive, La Jolla, CA 92093, USA. msmoot@ucsd.edu	United States
21123224	2010	GLay: community structure analysis of biological networks.	Bioinformatics (Oxford, England)	Bioinformatics Program, University of Michigan, Ann Arbor, MI, USA. sugang@umich.edu	United States
21121031	2010	Dynamic, multi-level network models of clinical trials.	Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing	Department of Neurological Surgery, University of California, San Francisco, San Francisco, CA 94110, USA. soranim@pharmacy.ucsf.edu	United States
21118823	2010	Improving the quality of protein similarity network clustering algorithms using the network edge weight distribution.	Bioinformatics (Oxford, England)	Department of Pharmaceutical Chemistry, University of California, San Francisco, CA, USA.	United States
21118483	2010	ExprEssence--revealing the essence of differential experimental data in the context of an interaction/regulation net-work.	BMC systems biology	Institute for Biostatistics and Informatics in Medicine and Ageing Research, University of Rostock, Ernst-Heydemann-Strasse 8, Rostock, Germany.	England
21097782	2010	DIMA 3.0: Domain Interaction Map.	Nucleic acids research	Department of Genome Oriented Bioinformatics, Technische Universität München, Wissenschaftszentrum Weihenstephan, 85350 Freising, Germany.	England
21085593	2010	Enrichment map: a network-based method for gene-set enrichment visualization and interpretation.	PloS one	Department of Molecular Genetics, Donnelly Centre for Cellular and Biomolecular Research, University of Toronto, Toronto, Ontario, Canada.	United States
21063955	2010	Cytoscape: software for visualization and analysis of biological networks.	Methods in molecular biology (Clifton, N.J.)	Medizinisches Proteom-Center, Ruhr-Universität Bochum, Bochum, Germany. Michael.Kohl@rub.de	United States
20946599	2010	HPIDB--a unified resource for host-pathogen interactions.	BMC bioinformatics	College of Veterinary Medicine, Mississippi State University, Mississippi State, MS 39762, USA. rkumar@cvm.msstate.edu	England
20947524	2010	OmicsAnalyzer: a Cytoscape plug-in suite for modeling omics data.	Bioinformatics (Oxford, England)	Program of Bioinformatics and Computational Biology and Department of Electrical and Computer Engineering, Iowa State University, Ames, IA 50011, USA.	England
20926419	2010	GeneMANIA Cytoscape plugin: fast gene function predictions on the desktop.	Bioinformatics (Oxford, England)	Banting and Best Department of Medical Research, The Donnelly Centre, University of Toronto, 160 College Street, Toronto, ON, M5S 3E1, Canada.	England
20861033	2010	SpotXplore: a Cytoscape plugin for visual exploration of hotspot expression in gene regulatory networks.	Bioinformatics (Oxford, England)	Department of Mathematics and Computer Science, Eindhoven University of Technology, Eindhoven, The Netherlands. m.a.westenberg@tue.nl	England
20861032	2010	DisGeNET: a Cytoscape plugin to visualize, integrate, search and analyze gene-disease networks.	Bioinformatics (Oxford, England)	Research Programme on Biomedical Informatics (GRIB) IMIM, DCEXS, Universitat Pompeu Fabra, C/Dr. Aiguader 88, 08003 Barcelona, Spain.	England
20852260	2010	MatrixDB, the extracellular matrix interaction database.	Nucleic acids research	Institut de Biologie et Chimie des Protéines, UMR 5086 CNRS-Université Lyon 1, IFR 128 Biosciences Gerland-Lyon Sud, 7 passage du Vercors 69367, Lyon Cedex 07, France.	England
20851835	2010	Protein-protein interaction and pathway databases, a graphical review.	Briefings in bioinformatics	Uppsala University.	England
20847220	2010	Evidence mining and novelty assessment of protein-protein interactions with the ConsensusPathDB plugin for Cytoscape.	Bioinformatics (Oxford, England)	Department of Vertebrate Genomics, Max Planck Institute for Molecular Genetics, Ihnestrasse 63-73, Berlin, Germany.	United States
20813661	2010	[Analysis and verification of the interaction network of differentially expressed genes in invasive bladder cancer].	Nan fang yi ke da xue xue bao = Journal of Southern Medical University	Institute of Genetic Engineering, School of Public Health and Tropical Medicine, Southern Medical University, and Guangdong General Hospital, Guangzhou 510515, China.	China
20810536	2010	Large-scale proteome investigation in wild relatives (A, B, and D genomes) of wheat.	Acta biochimica et biophysica Sinica	Department of Crop Science, Chungbuk National University, Cheong-ju, Korea.	China
20801912	2010	Ontology- and graph-based similarity assessment in biological networks.	Bioinformatics (Oxford, England)	Computer Science Research Institute, School of Computing and Mathematics, University of Ulster.	England
20719001	2010	Chaperone expression profiles correlate with distinct physiological states of Plasmodium falciparum in malaria patients.	Malaria journal	Department of Biochemistry, Indian Institute of Science, Bangalore, 560012 Karnataka, India.	England
20684769	2010	Open source tool for prediction of genome wide protein-protein interaction network based on ortholog information.	Source code for biology and medicine	New England Biolabs, Ipswich, MA, USA. posfai@neb.com.	England
20664907	2010	Factor XIII-A is involved in the regulation of gene expression in alternatively activated human macrophages.	Thrombosis and haemostasis	Department of Biochemistry and Molecular Biology, University of Debrecen, Debrecen, Hungary.	Germany
20656902	2010	Cytoscape Web: an interactive web-based network browser.	Bioinformatics (Oxford, England)	Banting and Best Department of Medical Research, Donnelly Centre for Cellular and Biomolecular Research, University of Toronto, Toronto, ON, Canada.	United States
20650822	2010	A survey of current software for network analysis in molecular biology.	Human genomics	Center for the Study of Biological Complexity, Virginia Commonwealth University, Richmond, 23284-2030, USA.	England
20644733	2010	Jerarca: efficient analysis of complex networks using hierarchical clustering.	PloS one	Instituto de Biomedicina de Valencia, Consejo Superior de Investigaciones Científicas (IBV-CSIC), Valencia, Spain.	United States
20594316	2010	Flexible network reconstruction from relational databases with Cytoscape and CytoSQL.	BMC bioinformatics	Department of Mathematics and Computer Science, University of Antwerp, Antwerpen, Belgium. kris.laukens@ua.ac.be	England
22081592	2010	Fluxviz - Cytoscape plug-in for visualization of flux distributions in networks.	Genome informatics. International Conference on Genome Informatics	Institute of Biochemistry, Medical Faculty of the Humboldt University, Charité, Monbijoustr. 2, 10117 Berlin, Germany. matthias.koenig@charite.de.	Japan
20513647	2010	AltAnalyze and DomainGraph: analyzing and visualizing exon expression data.	Nucleic acids research	Max Planck Institute for Informatics, 66123 Saarbrücken, Germany. demig@mpi-inf.mpg.de	United States
20507894	2010	Integrative platform to translate gene sets to networks.	Bioinformatics (Oxford, England)	Computational Systems Biology Laboratory, Institute of Biomedicine and Genome-Scale Biology Program, University of Helsinki, 00014 University of Helsinki, Finland.	England
20507893	2010	MODEVO: exploring modularity and evolution of protein interaction networks.	Bioinformatics (Oxford, England)	Institute of Informatics, University of Warsaw, Banacha 2, 02-097 Warsaw, Poland.	England
20500839	2010	Reconstruction of the yeast protein-protein interaction network involved in nutrient sensing and global metabolic regulation.	BMC systems biology	Systems Biology Group, Department of Chemical and Biological Engineering, Chalmers University of Technology, Kemivägen 10, SE-412 96, Gothenburg, Sweden.	England
20495000	2010	FuncBase: a resource for quantitative gene function annotation.	Bioinformatics (Oxford, England)	Department of Biological Chemistry &amp; Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA.	United States
20484371	2010	ToppCluster: a multiple gene list feature analyzer for comparative enrichment clustering and network-based dissection of biological systems.	Nucleic acids research	Division of Biomedical Informatics, Cincinnati Children's Hospital Medical Center, Cincinnati, OH, USA.	United States
20308225	2010	Arsenic exposure perturbs epithelial-mesenchymal cell transition and gene expression in a collagen gel assay.	Toxicological sciences : an official journal of the Society of Toxicology	Department of Pharmacology and Toxicology, The University of Arizona, Tucson, Arizona 85724, USA.	United States
20230615	2010	Characterizing regulatory path motifs in integrated networks using perturbational data.	Genome biology	Department of Plant Systems Biology, VIB, Technologiepark 927, Gent, Belgium. anagha.joshi@psb.vib-ugent.be	England
20222723	2010	Quantitative analysis of HGF and EGF-dependent phosphotyrosine signaling networks.	Journal of proteome research	Physiological Laboratory, School of Biomedical Sciences, University of Liverpool, Crown Street, Liverpool, L69 3BX, United Kingdom.	United Kingdom
20214776	2010	SCPS: a fast implementation of a spectral method for detecting protein families on a genome-wide scale.	BMC bioinformatics	Centre for Systems and Synthetic Biology, Department of Computer Science, Royal Holloway, University of London, TW20 0EX, Egham, UK. tamas@cs.rhul.ac.uk	United Kingdom
20122237	2010	NeMo: Network Module identification in Cytoscape.	BMC bioinformatics	Department of Biomedical Engineering and High-Throughput Biology Center, Johns Hopkins School of Medicine, Baltimore, MD 21218, USA. cgrivera@jhu.edu	England
20172945	2010	DASS-GUI: a user interface for identification and analysis of significant patterns in non-sequential data.	Bioinformatics (Oxford, England)	Department of Plant Systems Biology, VIB, Department of Molecular Genetics, Ghent University, Technologiepark 927, B-9052 Gent, Belgium. jehol@psb.vib-ugent.be	United Kingdom
20163717	2010	BisoGenet: a new tool for gene network building, visualization and analysis.	BMC bioinformatics	Center for Genetic Engineering and Biotechnology, Havana, Cuba.	England
20139469	2010	Metscape: a Cytoscape plug-in for visualizing and interpreting metabolomic data in the context of human metabolic networks.	Bioinformatics (Oxford, England)	National Center for Integrative Biomedical Informatics, University of Michigan, Ann Arbor, MI 48109, USA. jinggao@umich.edu	United States
20117829	2010	Low malignant potential tumors with micropapillary features are molecularly similar to low-grade serous carcinoma of the ovary.	Gynecologic oncology	Department of Obstetrics and Gynecology, University of Toronto, Canada.	Canada
20109149	2010	PlasmoID: A P. falciparum protein information discovery tool.	In silico biology	Life Sciences Division, Tata Consultancy Services Ltd, Hyderabad 500081, India. aditya@atc.tcs.com	Netherlands
20105306	2010	Biana: a software framework for compiling biological interactions and analyzing networks.	BMC bioinformatics	Structural Bioinformatics Lab, Universitat Pompeu Fabra-IMIM, Barcelona Research Park of Biomedicine, Barcelona, Catalonia, Spain.	England
20094647	2010	The use of network analyses for elucidating mechanisms in cardiovascular disease.	Molecular bioSystems	Bioinformatics Center, Institute for Chemical Research, Kyoto University, Uji, Kyoto 611-0011, Japan.	England
20087442	2010	A manually curated network of the PML nuclear body interactome reveals an important role for PML-NBs in SUMOylation dynamics.	International journal of biological sciences	Laboratory of Protein Chemistry, Proteomics and Signal Transduction, Department of Biomedical Sciences, University of Antwerp (Campus Drie Eiken), Universiteitsplein 1 - Building T, Wilrijk, Belgium. ellen.vandamme@ua.ac.be	Australia
20053712	2010	CORNET: a user-friendly tool for data mining and integration.	Plant physiology	Department of Plant Systems Biology, Flanders Institute for Biotechnology, Ghent University, 9052 Ghent, Belgium. stefanie.debodt@psb.vib-ugent.be	United States
19914922	2009	PerturbationAnalyzer: a tool for investigating the effects of concentration perturbation on protein interaction networks.	Bioinformatics (Oxford, England)	Beijing Institute of Radiation Medicine, 27 Taiping Road, Beijing 100850, China.	England
19887508	2009	SimBoolNet--a Cytoscape plugin for dynamic simulation of signaling networks.	Bioinformatics (Oxford, England)	National Center for Biotechnology Information, NLM/NIH, Bethesda, MD, USA. zhengj@ncbi.nlm.nih.gov	United States
19877594	2009	Finding key members in compound libraries by analyzing networks of molecules assembled by structural similarity.	Journal of chemical information and modeling	Chemical Biology Department, Riken ASI, College of Computer Science and Technology. zsolt.lepp@riken.jp	United States
19758470	2009	From SNPs to pathways: integration of functional effect of sequence variations on models of cell signalling pathways.	BMC bioinformatics	IMIM-Hospital del Mar, Universitat Pompeu Fabra, Barcelona, Spain. anna.bauer-mehren@upf.edu	England
19729372	2009	Analyzing biological network parameters with CentiScaPe.	Bioinformatics (Oxford, England)	Center for Biomedical Computing, University of Verona, Strada le Grazie, 15 -37134 Verona, Italy. giovanni.scardoni@gmail.com	England
19723303	2009	Construction of a polycystic ovarian syndrome (PCOS) pathway based on the interactions of PCOS-related proteins retrieved from bibliomic data.	Theoretical biology &amp; medical modelling	School of Biosciences and Biotechnology, Faculty of Science and Technology, Universiti Kebangsaan Malaysia, 43600, UKM Bangi, Selangor, Malaysia. zeti@ukm.my	England
19654116	2009	Genoscape: a Cytoscape plug-in to automate the retrieval and integration of gene expression data and molecular networks.	Bioinformatics (Oxford, England)	Biotechnology Center, TU Dresden, Dresden, Germany. Mathieu.clement-ziza@biotec.tu-dresden.de	England
19629191	2009	Layered functional network analysis of gene expression in human heart failure.	PloS one	Institute of Clinical Pharmacology, The Second Affiliated Hospital of Harbin Medical University, The University Key laboratory of Hei Long Jiang Province, Heilongjiang, China.	United States
19607657	2009	BioNetBuilder2.0: bringing systems biology to chicken and other model organisms.	BMC genomics	Department of Molecular &amp; Cellular Biology, University of Arizona, Tucson, AZ, USA. jayk@u.arizona.edu.	England
19597788	2009	Cytoscape: a community-based framework for network modeling.	Methods in molecular biology (Clifton, N.J.)	Institute for Systems Biology, Seattle, WA, USA.	United States
19470162	2009	BioQuali Cytoscape plugin: analysing the global consistency of regulatory networks.	BMC genomics	INRIA, Centre Rennes - Bretagne Atlantique, Symbiose, Campus de Beaulieu, 35042 Rennes, France. carito.guziolowski@irisa.fr	England
19381531	2009	Biological Network Inference and analysis using SEBINI and CABIN.	Methods in molecular biology (Clifton, N.J.)	Computational Biology and Bioinformatics Group, Computational and Informational Sciences Directorate, Pacific Northwest National Laboratory, Richland, WA, USA. ronald.taylor@pnl.gov	United States
19348639	2009	A network inference workflow applied to virulence-related processes in Salmonella typhimurium.	Annals of the New York Academy of Sciences	Computational Biology &amp; Bioinformatics Group, Pacific Northwest National Laboratory (U.S. Dept of Energy), Richland, Washington, USA. ronald.taylor@pnl.gov	United States
19273534	2009	Construction and application of a protein and genetic interaction network (yeast interactome).	Nucleic acids research	Laboratory of Molecular Genetics, National Institute of Environmental Health Sciences and Life Sciences Division, Research Triangle Park, NC 27709, USA.	United States
